dataset	id	requirements
05_tcs	652	The TCS system shall provide, for the operator and maintainer, an embedded or add-on interactive training courseware with self-paced instruction, duplicating UAV flight performance characteristics, capabilities, and limitations.
05_tcs	657	The TCS shall provide the functional capability to train in the operation of the TCS system, performance of TCS UAV functions, and on line system troubleshooting.
05_tcs	660	The capability for the conduct of actual communications processing concurrently with Training operations shall be provided if and only if messages are identified as training messages.
05_tcs	662	TCS shall record operator and maintainer actions for self assessment and performance enhancement.
05_tcs	663	Operator and maintainer performance shall be measurable using parameters retrievable from the TCS to determine proficiency levels.
06_microcare	692	Each voucher should have two portions with three tear off voucher slips each for Client and Partner.
06_microcare	696	The VSP will submit the claim to VMIU field office to enter those into the database,
06_microcare	698	If any of mandatory information is missed or any false information is existing then the field office will reject the claim back to VSP and the system will keep those claim in a quarantine area
06_microcare	699	The quarantined forms will be sent back to the VSP for verification, if the VSP returns the claim with satisfactory details, the claims will be entered on to the system, in the following month’s batch.
06_microcare	703	This validity date can be amended or altered at the system level ONLY by the authorized user Voucher will also have MRP (maximum retail price)
06_microcare	704	Voucher should have three tear off portioned slips with a sub-section tear-off for the partner.
06_microcare	706	Each voucher slip should contain the bar code of the Voucher with two identifications one for the client and the other for the partner.
06_microcare	708	The voucher will be created ONLY by the authorized person.
06_microcare	710	Once created vouchers will not be edited or deleted but there will be a provision to with-hold any voucher number if the admin team decides to do for any reason.
06_microcare	711	There will be a provision to amend the validity date of the voucher.
06_microcare	712	The system will capture the master details of every distributor so that the users can get the details of any distributor and sales details at any time.
06_microcare	713	Each distributor will have unique code and detailed descriptions such as name, address, locations and type of business etc. such valid information will help us track information related to sales and distributions.
06_microcare	714	The address field will capture the geographical location of the distributor, such as District, Sub-District, County, Sub-County or Village / Town, road or street.
06_microcare	715	All the level of details will have a master table in order to update as per the program requirements.
06_microcare	716	The system will check the duplicated ID for the distributors.
06_microcare	717	The system can allow the duplicate names of the Distributor.
06_microcare	718	On capture of any duplicate name the system will give a warning message to have the duplicate name or to change the name.
06_microcare	720	System will have a provision to print the distributor master details.
06_microcare	721	The distributor screen will have a provision to view the Sales History of a particular distributor with following summary details.
06_microcare	722	There will be a provision to select a particular distributor to view the details (e.g. sales) by double clicking on the grid.
06_microcare	725	There will also be a provision for the other users to view the details of a distributor with purchase and sales details.
06_microcare	726	The system will capture the details of MSIU Salesman this would help the MSIU management team to understand the performance of each Team or salesman.
06_microcare	727	During every distribution transaction the user should select the name of the sales man listed from Team Master.
06_microcare	729	The system will check the duplicated ID for the salesman and team.
06_microcare	730	The system can allow the duplicate names of the salesman.
06_microcare	731	On capture of any duplicate name the system will give a warning message to have the duplicate name or to change the name.
06_microcare	733	The system will capture the details of voucher sales between MISU sales team and Distributors.
06_microcare	735	With the below details the user can get the details of Distributor-wise and Salesman-wise and Batch No wise sales details as reports.
06_microcare	736	According to the number of vouchers required by the distributor, the system should allocate the relevant vouchers with their numbers and batch numbers based on the stock.
06_microcare	737	The system will generate an auto-generated number as Distribution Invoice No.
06_microcare	738	Suppose the distributor or salesman name is not available in the system, then the system has a provision to navigate quickly to its master screen and enter the new Distributor and Salesman details, without closing the present screen.
06_microcare	739	While entering the No of vouchers required, the system should automatically pick the Batch No’s with voucher No’s from the available voucher stock and list the details of each voucher with below information’s as a grid format.
06_microcare	744	The VSP will send the collected claim forms monthly and send it to MSIU field office.
06_microcare	746	The VSP code is a digit code with suffix SP, would be automatically generated by the system.
06_microcare	747	The system should generate message with two option “Continue – Yes/No” while the user trying to create a new VSP with an existing name, If the user press Yes the system will allow the user to enter the same, if not the system wont allow the new entry to save.
06_microcare	748	The system will list District, Sub-District, County, Sub-County, Village / Town from the master during VSP creation, if any of them are not available in the system, then the system will have the provision to navigate quickly to its master screen and do enter master details and back to VSP screen.
06_microcare	750	If any of the information is not available in existing master of above, then the system will have the provision to navigate quickly to its form to enter the master details and back to VSP Screen.
06_microcare	751	The system will populate Active VSP only on other screen during data entry process, but the system will also populate all VSP for report purpose.
06_microcare	753	But if the system is found more than two fraud entries during the claim process of particular VSP, then the system would automatically change the status of that particular VSP as In-activate.
06_microcare	754	Activation of that particular VSP is again purely based on MSIU Management decision.
06_microcare	755	The VSP Master Information screen should have a provision to enter the payment terms agreed between MSIU and VSP.
06_microcare	758	The allowed users only can able to Add, Modify or delete the VSP master information including payment terms.
06_microcare	759	The VSP screen will have the provision to view the Claim Status of selected VSP.
06_microcare	760	The system will facilitate to show the user following details if necessary. VSP Name (as the report header and below as the details part of report) Claim No Date Date of System Entry Amount Status Remarks
06_microcare	761	The system will generate message while creating a new staff with existing name, but the system will allow the user to save that new staff if its required.
06_microcare	762	All above information’s other than Qualification are mandatory during the creation of new staff under any VSP.
06_microcare	763	The system will automatically create Staff Code with Suffix as VSP Code + SC + 3 digit. For example HP0001SC0001 Staff type (should be select from list of staff type listing from Staff Type Master)
06_microcare	764	If any of the staff type is not available in the system, then the system should have the provision to navigate quickly to staff type master to enter the new staff type and then back to Staff Master screen.
06_microcare	765	The claim entry is purely based on the Treatment (claims) Form submitted by the VSP.
06_microcare	769	if any details are not exist in Master record, then the system should have the provision to navigate quickly to its master screen to enter the new details and back to the Claim Entry Screen
06_microcare	770	The system admin only can able to create User Groups
06_microcare	771	The system should have the provision to create any number of individual user under any user group.
07_phin	774	Systems supporting OM should provide the ability for computers in disconnected mode to reconnect to a server to share OM data among other computers that operate in disconnected mode.
07_phin	775	OM data should be synchronized so that all instances of OM applications working from the same server are able to share and use the same data.
07_phin	776	Systems supporting OM should be able to electronically record and store data from remote devices that may be uploaded to an aggregating system.
07_phin	782	Systems supporting OM must have the capability to capture data about organizations (e.g., a local health department, a university, a professional association) involved in an OM investigation, including: organization name, location, and contact information.
07_phin	783	Systems supporting OM must have the capability to capture data about locations involved in an OM investigation, including: name (if applicable), type (e.g., floor, building, room, store), street address, city, state, zip code, country, GPS coordinates, and other specific details (e.g., a specific building on a campus, a business branch location, a local chapter’s meeting hall)
07_phin	784	Systems supporting OM must have the capability to capture data about any animals involved in an OM investigation, including: type (dog, monkey, etc), age, gender, owner’s name and address, color, weight, and species. A Subject ID should also be collected for animals in an OM investigation. It may be a challenge to ensure unambiguous identification because demographic details of an animal are not easily identified; therefore, animals involved in investigations may need to be tagged.
07_phin	785	Systems supporting OM must have the capability to capture data for any object involved in an OM investigation, such as a letter, invoice, food item, or any object that cannot be classified as a “person, organization, place, or animal.” Collected data may include: name of the object, type, physical descriptors, address, identification number (e.g. serial number, package slip number), and relevant dates and times (e.g., invoice date, shipping date, packaging date).
07_phin	786	Systems supporting OM must have the capability to capture data about any conveyance involved in an OM investigation, including: type of conveyance, route taken (e.g., flight number), etc.
07_phin	787	Systems supporting OM must have the capability to capture data about any public or private gathering of people (e.g., church social, ball game) involved in an OM investigation, including: time, location, nature of the event, etc.
07_phin	788	Systems supporting OM must have the capability to capture data about any living things other than persons or animals that are involved in an OM investigation, including: type of living thing, and other customizable data collection questions.
07_phin	789	Systems supporting OM must have the capability to capture an entity’s travel history to support investigations of entities infected, exposed or potentially exposed.
07_phin	790	When a health event is investigated, it must be assigned an event identifier (i.e., Event ID) that is unique within the jurisdiction.
07_phin	791	Data describing the health event should be captured, including the reason for the investigation, the category of event (e.g. environmental, infectious), the date the event began, the suspected agent (if known) or investigation focus, the geographic area impacted by the event, as well as the event status (e.g., open, closed).
07_phin	792	Systems supporting OM should have the ability to record the case definition for a health event.
07_phin	793	Systems supporting OM should have the ability to capture changes to the case definition that occur as the health event evolves.
07_phin	795	Travel history data should include information such as the method of transportation (e.g. bus, plane, boat, car), flight number, departure and arrival dates and times, and the origination and destination locations (city, state, and country).
07_phin	796	Information about each leg of a trip, as well as the parent information about the trip, should be captured. For example, if a person who lives in Georgia travels to Seattle and becomes exposed to monkey pox, then visits a friend in Santa Fe, travel history and conveyance data should be noted accordingly for each place the exposed person traveled.
07_phin	797	Travel history data to be collected for an animal or object should include shipping invoices, animal shelter delivery and adoption receipts, and delivery schedules (including delivery vehicle and driver information).
07_phin	798	Detailed conveyance data must be collected when relevant to the investigation, including the carrier identifier, the type of conveyance (such as airplane, bus, or train, among countless others), as well as the make, model, year, and identification number (e.g., VIN) of each vehicle with which the entity was in contact (if this information is relevant to the investigation).
07_phin	799	Case and exposure data provide more detailed information beyond demographic data. Cases can be persons or animals, and exposure contacts can be persons, animals, other organisms, or exposure settings, such as travel conveyance, location, organization, object, or event.
07_phin	800	Because attributes of both case and exposure data may describe the same entity, systems supporting OM must have the ability to avoid capturing redundant entity demographic information.
07_phin	801	Case data about the entity should include: a case identifier (i.e., Case ID) that is unique within the jurisdiction being reported, the suspected agent, case diagnosis, health status (e.g., no symptoms, acute illness), case status (e.g., confirmed, probable, suspect), investigation dates, clinical history, symptom onset date and time, epidemiological links to other cases, and priority (e.g., high, medium, low).
07_phin	802	There must be a means to update the case diagnosis either manually or automatically if the case definition changes during an event.
07_phin	803	Epidemiological (epi) data must be collected to assist in the case investigation of events. Standard epi data to be collected includes: onset date and time of symptoms, type of symptoms, risk factors, medical history data, laboratory data, procedure data, and questionnaire responses.
07_phin	804	Systems supporting OM must allow for dynamic, event-specific case investigation data to be captured.
07_phin	805	In the context of a case, all entities exposed to a case must be recorded and linked to the case.
07_phin	806	Demographic information should be collected about the investigator, including their name, address, and contact information, so that the investigator may be contacted to answer questions or to provide additional information.
07_phin	807	Both the jurisdiction investigating the event and the jurisdiction reporting the cases and associated investigations must be captured. For example, if a person becomes ill during travel in one jurisdiction but is the resident of another, the illness will be reported by the state (jurisdiction) of residence and investigated by the jurisdiction visited.
07_phin	808	Systems supporting OM should have the ability to classify entities associated with the investigation as investigation controls. For example, controls share demographic characteristics with the subject of the case, but are not infected with the agent that is the focus of the investigation.
07_phin	809	Exposure investigation data to be captured must include information related to exposure levels, type of exposure (e.g., intimate, social, household, common conveyance), place of exposure, length of time the entity was exposed, frequency of exposure, and the entity’s proximity to the source of exposure.
07_phin	810	Detailed data must be collected about the source of exposure as well as the exposed entity to support contact exposure tracing. Exposure data related to both the potential source and the potential spread include the entity’s type, Subject ID, Contact ID, contact’s name and address, exposure dates and times, health status, and priority code.
07_phin	811	Epi data must be collected to assist in the exposure investigation of health events. Standard epi data to be collected for exposure investigation parallels the data to be collected for case investigation and includes: onset date and time of symptoms, type of symptoms, risk factors, laboratory data, procedure data, and questionnaire responses.
07_phin	812	Systems supporting OM must support capturing dynamic, event-specific data that describes contact between two subjects.
07_phin	815	Monitoring data should be collected about cases and exposed individuals who are isolated or quarantined because of a health event.
07_phin	818	Specimen/sample collection and laboratory response data supports the collection of clinical specimens, food samples, environmental samples, and other types of samples that will be tested for biological, chemical, and radiological agents. These specimens/samples can be collected from places, persons, animals, or environmental sources such as air, water, food, or soil.
07_phin	819	Specimens/samples collected for laboratory testing must be assigned an identifier (i.e., Specimen ID) that is unique within the jurisdiction.
07_phin	820	The subject of a specimen/sample collected for laboratory testing must be linked to the specimen/sample by an identifier (i.e., Subject ID) that is unique within the jurisdiction.
07_phin	821	Systems supporting OM must be able to store data about the specimens/samples that are collected for laboratory testing. Examples of this data are: Specimen ID, Subject ID, purpose for test, collection date and time, subject type (e.g., human, plant, animal, food), specimen category, specimen type, suspected agent, risk indicator (e.g., infectious, radioactive, corrosive), person performing specimen/sample collection (including contact information), location of collection, and volume and quantity details.
07_phin	822	Clinical specimen data should include information about the specimen source/site from which the specimen was taken, symptom date of onset, and whether the sample is acute or convalescent.
07_phin	823	Environmental sample data should include information about the collection method, location (geocoded if possible) from which the sample was taken, source (e.g., rain or well for water, radiation release, asbestos, chair or desk in a specified location), nature of the sample (e.g., soil, water, air), quality control data, collection begin and end date and time for air samples, and original volume and volume of concentrate tested for water samples.
07_phin	824	Food sample data should include information about the lot number, batch number, manufacturer name, shipping invoice, temperature, sample type (e.g., dairy – milk, red meat, spice), and product storage condition.
07_phin	825	Bar-coding should be supported for the capture of detailed specimen/sample data to improve the quality and efficiency of data collection.
07_phin	826	Chain of custody information for all specimens/samples should be captured.
07_phin	827	Chain of custody information for forensic and select agent samples must be captured, including the person who collected the sample, the location of collection, all people who came into contact with the sample during the preparation for shipment to the laboratory, and the acceptance of the package by the shipper.
07_phin	828	Systems supporting OM must be able to create a laboratory test request for a specimen/sample or group of specimens/samples. More information about creating laboratory test requests is found in section 2.5 System Integration and Data Exchange of this document.
07_phin	829	Information about batch shipments of specimens/samples that are transferred to test laboratories or other facilities must be collected, including the shipper (e.g., UPS, FedEx), shipment tracking number, and the sending organization’s contact information.
07_phin	830	Systems supporting OM should be able to support the inclusion of labeling, packaging and shipping instructions (e.g., container type, storage condition, preservative), and the shipping manifest with batch shipments of specimens/samples.
07_phin	831	Systems supporting OM must be able to store laboratory result(s) and link the result(s) to the original laboratory test request. More information about receiving and linking laboratory test requests is found in section 2.5 System Integration and Data Exchange of this document.
07_phin	832	Systems supporting OM must store data about laboratory results. Examples of this data include the Specimen ID, Subject ID, test date and time, test type (LOINC), data for each organization involved in the testing of the specimen/sample (e.g., testing or reference laboratory name, location, contact information), laboratory results and result values (SNOMED), other data such as unit of measure for result value, overall interpretation, and any relevant notes.
07_phin	833	If the specimen/sample collection record exists, the laboratory result must be linked to the specimen collection record by the Specimen ID.
07_phin	834	If the specimen/sample collection record does not exist, the laboratory result must be linked to the subject by the Subject ID.
07_phin	835	All levels of granularity of results (e.g., specimen/sample level, assay level) must be supported.
07_phin	836	Systems supporting OM should capture or be linked to data regarding the prophylaxis or treatment to cases, exposed individuals, or at risk persons, including the person who ordered the prophylaxis or treatment, and the name, date, type, duration, and dosage of the treatment or prophylaxis given. For specific data requirements regarding the administration of prophylaxis and treatment, please reference PHIN Preparedness Countermeasure/Response Administration Functional Requirements and Process Flows, available at www.cdc.gov/phin.
07_phin	837	Contraindication information should be collected to indicate why vaccinations, treatments, or antidotes may not have been administered or why the patient may not have complied with prescribed interventions.
07_phin	839	Systems supporting OM should capture information such as the date and time of an activity, activity type, who initiated the activity, and contact information to generate activity logs for management purposes.
07_phin	840	Activity logs, which are tools for investigators to track their actions during a case, should be supported. For example, investigators may log calls made to monitor symptoms or calls made to schedule follow-up visits.
07_phin	843	Electronic questionnaires should provide the capability to accept digital signatures.
07_phin	844	Systems supporting OM must provide the ability to control the configuration of and revisions to investigation-specific questionnaires.
07_phin	845	Systems supporting OM must provide the ability to publish investigation-specific questionnaires and implementation guides.
07_phin	847	Systems supporting OM should provide a manual or automatic means of updating the status of case records as the case definition changes.
07_phin	848	Systems supporting OM should track the changes made to the status of case records as a result of changes in the case definition.
07_phin	850	Systems supporting OM must support dynamically defined associations between entities for the purpose of defining relationships. For example, person-to-person (e.g., family relationship, exposure relationship), person-to-place (e.g., household, common place), animal-to-person, object-to-place, person-to-travel.
07_phin	851	Entity-to-epi data links must match the entity to their symptoms, survey questions, specimens/samples collected, laboratory results, and prophylaxis and treatment data.
07_phin	852	Each new case must be able to link an assigned Entity ID to an Event ID within the scope of the investigation.
07_phin	853	Systems supporting OM require the ability to capture information about possible cases and potential contacts from the identification process through the treatment and follow-up process, as supported by linkages among entities, events, and actions.
07_phin	854	Laboratory results must be linked to corresponding specimens/samples including multiple results from one specimen/sample), and subjects when the participating laboratory returns the results. These linkages must unambiguously associate multiple laboratory results to case and contact identifiers.
07_phin	855	If the specimen/sample was created from another specimen/sample (e.g., aliquots, and new specimen types created from a source sample), laboratory results for the child specimens/samples must be linked to the corresponding parent specimen/sample.
07_phin	858	Systems supporting OM should be able to create new contacts from existing case records, and should also identify the contact type.
07_phin	859	Systems supporting OM must support contact exposure tracing by allowing one contact to be linked to multiple cases, and allowing multiple contacts to be linked to a single case.
07_phin	860	Systems supporting OM should be able to produce contact work lists for each investigator to use, and should allow sorting by priority or geography.
07_phin	861	Systems supporting OM should allow for analytical searches based upon multiple criteria.
07_phin	862	Systems supporting OM should have the ability to produce charts, maps, and graphs that illustrate OM data, such as epi-curves and the effect of vaccination or prophylaxis on the number of new cases (demonstrating the effectiveness in containing the health event) or maps that illustrate the number of cases by zip code.
07_phin	863	Systems supporting OM should generate electronic data dictionaries for dynamic data (or other user-defined data descriptions to assist with effective data exchange), line lists, activity logs, aggregate data, and call-back lists to assist the emergency response group and investigators in responding to and containing a health event.
07_phin	864	Reports generated by systems supporting OM should clearly indicate the number of cases, the number of contacts per case, the number of cases with no known epi-link at the time of diagnosis, the laboratory results, and the number of vaccinations and/or treatments administered.
07_phin	865	Systems supporting OM should have the ability to produce pre-formatted queries and reports to allow faster and more accurate reporting, while still allowing the flexibility of ad-hoc reporting.
07_phin	866	Systems supporting OM should have the ability to produce individual reports for each emergency team member or investigator.
07_phin	867	Systems supporting OM should have the ability to compare characteristics of exposed and non-exposed (i.e., controls) persons.
07_phin	868	Systems supporting OM should have the ability to produce lists of action items (e.g., to do lists).
07_phin	869	Systems supporting OM must have the ability to print questionnaires for multiple uses, including taking to the field, use during phone interviews, etc.
07_phin	870	Systems supporting OM must be able to aggregate data. Examples of aggregated data to be supported are: number of cases, number of contacts per case, and number of vaccinations and/or treatments administered.
07_phin	871	Health event data should be aggregated into a centralized data store (i.e., data warehouse) designed specifically to support analysis of events over time.
07_phin	874	Contact information for key response partner organizations should be stored in a local instance of a public health directory for associating to a health event, as described in section 2.2.2 Health event Data of this document.
07_phin	875	Systems supporting OM must be able to accept data from other partner systems supporting OM.
07_phin	876	Systems supporting OM must be able to create and send messages for laboratory test requests. This requirement is identified as a key performance measure for assessing preparedness as described in PHIN Preparedness Key Performance Measures, available at www.cdc.gov/phin.
07_phin	877	Systems supporting OM should be able to receive, parse and process messages for laboratory test request responses, in accordance with PHIN Laboratory Test Order Response Message Implementation Guide, available at www.cdc.gov/phin.
07_phin	878	Systems supporting OM must be able to receive, parse and process messages for laboratory results. This requirement is identified as a key performance measure for assessing preparedness as described in PHIN Preparedness Key Performance Measures, available at www.cdc.gov/phin.
07_phin	879	Laboratory results should be linked to laboratory test requests, which are linked to subjects.
07_phin	880	Systems supporting OM should be able to exchange messages for laboratory results with systems supporting surveillance, early event detection (EED), and other preparedness areas.
07_phin	881	Systems supporting OM must be able to exchange messages for confirmed, probable and suspect cases, and the other case classifications that are noted in the PHIN message implementation guide, with systems supporting surveillance, early event detection (EED), and other preparedness areas. This requirement is identified as a key performance measure for assessing preparedness as described in PHIN Preparedness Key Performance Measures, available at www.cdc.gov/phin.
07_phin	882	Systems supporting OM must exchange messages for investigations and for exposure contacts. This requirement is identified as a key performance measure for assessing preparedness as described in PHIN Preparedness Key Performance Measures, available at www.cdc.gov/phin.
07_phin	883	Systems supporting OM must be able to receive, parse and process messages for countermeasures that have been administered. This requirement is identified as a key performance measure for assessing preparedness as described in PHIN Preparedness Key Performance Measures, available at www.cdc.gov/phin.
07_phin	884	Countermeasures that have been administered must be linked to the entity that was administered the countermeasures.
07_phin	885	Systems supporting OM must be able to create and send messages for countermeasure administration requests. This requirement is identified as a key performance measure for assessing preparedness as described in PHIN Preparedness Key Performance Measures, available at www.cdc.gov/phin.
07_phin	887	Systems supporting OM should be able to provide the aggregate data necessary for health event monitoring to systems that support response tracking, such as the number of suspect cases, number of persons under isolation or quarantine, and the number of patients receiving countermeasures.
07_phin	889	Message components should be grouped by observation type (e.g., laboratory, symptom, exposure, risk, treatment) by systems supporting OM.
07_phin	891	Data exchange should support analysis and information sharing of possible health events at all levels of public health (e.g., national, state, local).
08_eirene	902	All voice call services shall be able to operate between any combination of fixed and mobile equipment users.
08_eirene	903	The system shall support point-to-point voice calls between any two call parties.
08_eirene	904	Such point-to-point calls shall allow both parties to talk simultaneously.
08_eirene	905	The system shall allow a user to make public emergency point-to-point voice calls.
08_eirene	907	The system shall support broadcast voice calls.
08_eirene	908	Broadcast voice calls provide one-way voice communications from a single user to multiple users in a pre-defined local area, all of whom are members of the same call group.
08_eirene	909	The composition of call groups shall be able to be modified within the network. A single user shall be able to be a member of one or more call groups.
08_eirene	910	The local area over which broadcast calls shall be implemented shall be able to be modified within the network.
08_eirene	911	It shall only be possible for the user who initiated the call to talk, other users can only listen.
08_eirene	912	The system shall support group voice calls.
08_eirene	913	Group voice calls provide voice communications between a number of users in a pre- defined local area, all of whom are members of the same call group.
08_eirene	914	The composition of call groups shall be able to be modified within the network. A single user shall be able to be a member of one or more call groups.
08_eirene	915	The local area over which group calls are implemented shall be able to be modified within the network.
08_eirene	916	It is acceptable that only one mobile user involved in the group call may talk at any time. In this case:
08_eirene	917	It shall be possible for controllers to speak at any time during the call.
08_eirene	919	The system shall support multi-party voice communications between up to six different parties.
08_eirene	920	Any of the parties involved in a multi-party voice call shall be able to talk simultaneously.
08_eirene	921	The EIRENE network will provide data services to support the following data applications: text messages general data applications automatic fax train control applications.
08_eirene	922	The network should support the transmission of point-to-point and point-to- multipoint text messages from the ground to mobile users.
08_eirene	923	The network should support the receipt of mobile-originated text messages by the ground.
08_eirene	924	If the text message facility is implemented, it shall not interfere with the ability of users to make or receive high priority voice or data calls.
08_eirene	925	Support is required for a range of data communications between the ground and mobile users. Such applications may include: timetable information maintenance and diagnostic applications e-mail remote database access.
08_eirene	926	The network shall support point-to-point data communications.
08_eirene	930	The network should support fax transmissions between the ground and mobile users.
08_eirene	931	Where fax functionality is provided, it shall be possible to interrupt the fax to make or receive a high priority voice or data call.
08_eirene	936	The EIRENE network will support the following call related services: display of identity of called/calling user restriction of display of called/calling user priority and pre-emption closed user group call forwarding call hold call waiting charging information call barring.
08_eirene	937	It shall be possible for the equipment to display the identity of the called or calling party in the form of a standard telephone number.
08_eirene	938	It shall be possible to display the identity of the called or calling party as a textual description of their function.  Restriction of display of identity
08_eirene	939	It should be possible for the network to prevent the identity of certain users from being displayed on the mobile, either when being called, calling or both.
08_eirene	940	The network shall provide a mechanism whereby calls may be assigned one of a number of different priority levels.
08_eirene	942	Pre-empted calls will be discontinued and the new call of a higher priority shall be connected instead.
08_eirene	944	Any user who is not within the list of allowed EIRENE users shall not be able to gain access to any of the functions and services provided by the network.
08_eirene	945	It shall be possible for an incoming call or data message for one user to be forwarded to another user using functionality provided by the network.
08_eirene	946	In the case of voice calls, it shall be possible for the user who is attempting to forward a call to converse with the intended recipient prior to forwarding.
08_eirene	952	The network shall allow the user to temporarily exit from an existing call by putting the call on hold.
08_eirene	953	It shall be possible for the user to re-join the call which is on hold at any time.
08_eirene	954	The network shall provide the ability to inform a user, who is involved in an existing call, of attempts by other users to contact them.
08_eirene	955	Where network services are chargeable, it should be possible for the network to provide information about call rates and on-going call charges.
08_eirene	970	Where fixed network users are involved in a group or broadcast call, fixed network users will be pre-defined and will not change during the course of the call.
08_eirene	973	Any group or broadcast calls initiated in a given location shall be broadcast over an associated area based on the location of the call originator, and also to any fixed network numbers associated with the originating location.
08_eirene	976	Mobiles configured for reception of railway emergency calls entering into a call area where a railway emergency call is ongoing shall automatically join this call.
08_eirene	977	Cab Radios configured for reception of a call to all drivers in the same area entering an area where a call to all drivers in the same area is ongoing shall automatically join this call unless involved in a higher priority call or involved in a call of the same priority.
08_eirene	989	Any pressure pulses caused by vehicles passing, entering or leaving tunnels shall not affect the normal operation of EIRENE mobile equipment.
08_eirene	1000	A Push-To-Talk function shall be provided for use during group calls.
08_eirene	1002	It shall be possible for the driver to initiate a call to any of the following types of controller with a minimum of driver action being required (eg a single keystroke): primary controller secondary controller power supply controller.
08_eirene	1003	If the radio system cannot give a unique identity for a given type of controller, the identity could be obtained using external systems as defined in .
08_eirene	1004	Once an appropriate destination has been obtained, the radio shall attempt to establish a call to this destination.
08_eirene	1005	The functional identity shall be displayed to the controller.
08_eirene	1007	An audible and visual indication shall be provided to the driver that the call is proceeding.
08_eirene	1008	When the call is connected to the controller, an audible and visual indication is to be provided to the driver.
08_eirene	1009	The call shall be connected to the loudspeaker at the pre-set value.
08_eirene	1010	The functional identity of the connected party, if available, shall be displayed to the driver.
08_eirene	1011	If the functional identity of the connected party contains an alphanumeric description, this shall also be displayed.
08_eirene	1012	If the system is not able to connect the call, an audible and visual indication shall be provided to the driver that the call was not received by the controller.
08_eirene	1014	It shall be possible for a driver to initiate and participate in group voice calls between drivers in a pre-defined geographical area.
08_eirene	1015	A driver shall be able to initiate the establishment of a call to other drivers with a minimum of action (eg a single keystroke).
08_eirene	1016	The group identity shall be displayed on the Cab radios of the participating drivers.
08_eirene	1017	An audible and visual indication shall be provided to the driver that the call is proceeding.
08_eirene	1018	Once connected, the driver shall be able to communicate with other driver(s) by using the Push-To-Talk button on the handset. An indication shall be provided to the driver as a reminder of the need to use the Push-To-Talk button on the handset if he wants to talk.
08_eirene	1019	The call shall be connected to the loudspeaker until the driver picks up the handset.
08_eirene	1021	If the train moves out of the group call area whilst the call is in progress, an audible and visual indication of the loss of call shall be provided to the driver.
08_eirene	1022	If the system is not able to connect the call, an audible and visual indication shall be provided to the driver.
08_eirene	1023	It shall be possible for a driver to initiate Railway emergency calls (see section 13).
08_eirene	1024	If a train-borne recorder is connected to the Cab radio, details of the activation, termination and any failures of the emergency function shall be sent to the train-borne recorder as each event occurs.
08_eirene	1025	A continuous visual and short audible indication (from 0 to 20 seconds, for trials: 5 seconds) that the emergency function has been activated shall be provided in the cab. (Note that when the handset is off-hook, the audible indication shall be sounded from the loudspeaker at a low volume, but shall not be sounded from the handset.)
08_eirene	1026	Once the Railway emergency call is connected and the audible indication is finished, an indication shall be provided to the driver as a reminder of the need to use the Push- To-Talk button on the handset if he wants to speak.
08_eirene	1027	The call shall be connected to the loudspeaker until the driver picks up the handset.
08_eirene	1028	If the train moves out of the call area whilst the call is in progress, it will leave the call and an audible and visual indication of the loss of call shall be provided to the driver.
08_eirene	1029	Once the call is terminated, the continuous visual alarm indication in the cab shall cease.
08_eirene	1030	If the system is not able to connect the call, an audible and visual indication shall be provided to the driver.
08_eirene	1032	Where these vehicles are not connected by on-train wire connections, it shall be possible for the lead driver to establish a permanent radio connection between each of the active cabs.
08_eirene	1034	Whilst on-going, a multi-drivers indication shall be displayed permanently at all Cab radios.
08_eirene	1035	The lead driver shall be notified if a member of the group has placed the call on hold, although this shall not affect communications between the remaining members of the group.
08_eirene	1036	At any time during the call, the lead driver shall be able to remove a member of the group.
08_eirene	1037	The lead driver shall be able to terminate the entire call.
08_eirene	1038	If a driver is disconnected from the multi-driver call, a clear indication shall be given.
08_eirene	1040	In each cab, the call shall be connected to the loudspeaker whilst the handset is on- hook.
08_eirene	1041	If any part of the call fails, an audible and visual indication shall be provided in the appropriate cab.
08_eirene	1044	For calls between a controller and the lead cab, it shall be possible to add the controller to the multi-driver call.
08_eirene	1047	Functional identity of the controller shall be displayed in the leading cab.
08_eirene	1048	It shall be possible for the driver to contact members of on-board train staff using a point-to-point voice call.
08_eirene	1049	Upon activation of this function, the Cab radio shall provide the driver with a list of generic staff, eg: chief conductor conductor 1 conductor 2 catering staff 1.
08_eirene	1052	It is required that, in these cases, the Cab radio shall be integrated with internal communication systems such that the appropriate means of connection (wire or radio) will be determined automatically.
08_eirene	1053	The Cab radio shall be capable of being used as a standard telephone, such that the driver is able to call any valid number subject to pre-defined call restrictions.
08_eirene	1054	The call may be initiated by: selection from a pre-defined list (up to 99 entries) direct dialling a subscriber number calling a functional number.
08_eirene	1055	An audible and visual indication of an incoming call shall be provided.
08_eirene	1056	The functional identity (which may contain an alphanumeric description) of the calling party, when available, shall be displayed.
08_eirene	1057	Point-to-point calls that are not automatically answered (see table 10-1) shall only be answered once the driver accepts the call.
08_eirene	1058	Once the driver has accepted the standard point-to-point call, it shall be connected appropriately, eg if the driver has accepted the call by lifting the handset, then the call shall be routed to the handset.  Receive incoming group or broadcast voice call
